student_id,interaction_idx,skill_id,lc
1501,7,37,0.9330844283103943
1501,8,37,0.9608203172683716
1501,9,37,0.9460435509681702
1501,10,37,0.9426687955856323
1501,11,38,0.7002484798431396
1501,12,38,0.6133607625961304
1501,13,38,0.5799494981765747
1501,14,42,0.19782473146915436
1501,15,37,0.9197056889533997
1501,16,38,0.7144768834114075
1501,17,38,0.607227087020874
1501,18,38,0.5961435437202454
1501,19,38,0.57204270362854
1501,20,38,0.5665003657341003
1501,21,7,0.5482036471366882
1501,22,34,0.19352033734321594
1501,23,34,0.28325244784355164
1501,24,34,0.23364810645580292
1501,25,34,0.22094415128231049
1501,26,62,0.7413552403450012
1501,27,62,0.7309151291847229
1501,28,62,0.729539155960083
1501,29,62,0.7326651811599731
1501,30,62,0.7297376990318298
1501,31,62,0.7314125895500183
1501,32,63,0.2958238422870636
1501,33,63,0.27716508507728577
1501,34,63,0.2722395658493042
1501,35,63,0.25836777687072754
1501,36,64,0.6010465621948242
1501,37,63,0.3062151372432709
1501,38,64,0.5330032110214233
1501,39,63,0.300570547580719
1501,40,63,0.2899467647075653
1017,0,65,0.6478455662727356
1017,1,65,0.6787099838256836
1017,2,65,0.6273103356361389
1017,3,65,0.5737972855567932
1017,4,65,0.6578932404518127
1017,5,65,0.6726158261299133
1017,6,65,0.6432199478149414
1017,7,10,0.840307891368866
1017,8,26,0.4710227847099304
1017,9,10,0.8829463124275208
1017,10,10,0.8840692639350891
1017,11,10,0.8607498407363892
1017,12,10,0.8779769539833069
1017,13,10,0.880446195602417
1017,14,62,0.8151233196258545
1017,15,5,0.892250120639801
1017,16,5,0.9210397601127625
1017,17,5,0.90188068151474
1017,18,5,0.9248137474060059
1017,19,5,0.9161085486412048
1017,20,5,0.9423883557319641
1017,21,5,0.944512665271759
1017,22,5,0.9439042210578918
1017,23,26,0.2855282723903656
1017,24,10,0.8733041882514954
1017,25,62,0.8125659227371216
1017,26,62,0.7859697341918945
1017,27,62,0.7899996638298035
1017,28,65,0.5718109011650085
1017,29,65,0.6342501640319824
1017,30,65,0.6830351948738098
1017,31,65,0.6652089357376099
1017,32,65,0.6326239109039307
1017,33,65,0.6044452786445618
1017,34,62,0.8265495300292969
1017,35,62,0.8484291434288025
1017,36,5,0.9058263897895813
1017,37,5,0.9077508449554443
1017,38,5,0.929311215877533
1017,39,5,0.9311579465866089
1017,40,5,0.9224048256874084
1017,41,5,0.9352400898933411
1017,42,5,0.9332963824272156
1017,43,1,0.4610728919506073
1017,44,1,0.511368989944458
1017,45,1,0.4645257294178009
1017,46,1,0.44773992896080017
1017,47,1,0.467417448759079
1017,48,62,0.8551849722862244
1017,49,62,0.8701932430267334
1017,50,62,0.8748029470443726
1017,51,62,0.8804702162742615
1017,52,62,0.8817986845970154
1017,53,62,0.8838651180267334
1017,54,62,0.8864119052886963
1017,55,3,0.8138154149055481
1017,56,3,0.8036289215087891
1017,57,3,0.8246334791183472
1017,58,3,0.8126969933509827
1017,59,3,0.7963960766792297
1017,60,17,0.8267788887023926
1017,61,17,0.7002099752426147
1017,62,17,0.7135332226753235
1017,63,17,0.7052701711654663
1017,64,17,0.6942153573036194
1017,65,17,0.7114172577857971
1017,66,1,0.41895756125450134
1017,67,1,0.446664422750473
1017,68,1,0.4611509144306183
1017,69,1,0.4570530354976654
1017,70,1,0.4253738224506378
1017,71,1,0.42911791801452637
1017,72,1,0.44306349754333496
1017,73,1,0.4337647557258606
1017,74,52,0.4144420921802521
1017,75,45,0.761375904083252
1017,76,2,0.9416496753692627
1017,77,2,0.9443501830101013
1017,78,2,0.9468206167221069
1017,79,2,0.9558194279670715
1017,80,5,0.9457002282142639
1017,81,5,0.9445365071296692
1017,82,5,0.9411532282829285
1017,83,5,0.9425392746925354
1017,84,5,0.9317128658294678
1017,85,5,0.9461469650268555
1017,86,5,0.9464884400367737
1017,87,5,0.9438648223876953
1017,88,53,0.6004770398139954
1017,89,45,0.752356231212616
1017,90,45,0.7075138092041016
1017,91,45,0.7091648578643799
1017,92,61,0.5969539880752563
1017,93,61,0.5599703192710876
1017,94,61,0.5575809478759766
1017,95,61,0.610876202583313
1017,96,61,0.5792999267578125
1017,97,61,0.6272872090339661
1017,98,61,0.5881488919258118
1017,99,60,0.8520712852478027
1017,100,52,0.39535099267959595
1017,101,60,0.8777977228164673
1017,102,45,0.6635744571685791
1017,103,60,0.9323986768722534
1017,104,52,0.35688892006874084
1017,105,60,0.8848768472671509
1017,106,45,0.759243905544281
1017,107,60,0.926235556602478
1017,108,53,0.5259063839912415
1017,109,79,0.7892833352088928
1017,110,79,0.7624112963676453
1017,111,79,0.7311030626296997
1017,112,79,0.738076388835907
1017,113,79,0.7457166314125061
1017,114,79,0.7471572756767273
1017,115,79,0.7551103234291077
1017,116,41,0.0785953551530838
1017,117,43,0.40355148911476135
1017,118,41,0.06077607721090317
1017,119,43,0.44382646679878235
1017,120,39,0.9824246764183044
1017,121,39,0.9840286374092102
1017,122,39,0.9806699752807617
1017,123,70,0.7564482688903809
1017,124,70,0.7351853251457214
1017,125,70,0.6670867204666138
1017,126,70,0.6830419898033142
1017,127,70,0.6749533414840698
1017,128,70,0.6665217876434326
1017,129,70,0.6753538846969604
1017,130,56,0.16212308406829834
1017,131,70,0.6842722296714783
1017,132,1,0.5281497240066528
1017,133,17,0.8300536274909973
1017,134,3,0.786996603012085
1017,135,30,0.25532087683677673
1017,136,30,0.20072677731513977
1017,137,30,0.20007744431495667
1017,138,30,0.19765980541706085
1017,139,62,0.8608284592628479
1017,140,62,0.8407366275787354
1017,141,62,0.8480982780456543
1017,142,62,0.8667173385620117
1017,143,62,0.8685023784637451
1017,144,62,0.8462722897529602
1017,145,62,0.8411456942558289
1017,146,62,0.8442168235778809
1017,147,25,0.546381950378418
1017,148,25,0.6163231730461121
1017,149,61,0.6720012426376343
1017,150,61,0.6477330327033997
1017,151,61,0.6307969689369202
1017,152,61,0.6205146908760071
1017,153,61,0.6491883397102356
1017,154,61,0.6378714442253113
1017,155,61,0.6560872197151184
1017,156,61,0.6541407108306885
1017,157,25,0.45018941164016724
1017,158,62,0.8672632575035095
1017,159,83,0.9047142267227173
1017,160,83,0.8794814348220825
1017,161,60,0.9055169820785522
1017,162,52,0.42281481623649597
1017,163,60,0.8883436918258667
1017,164,45,0.7356310486793518
1017,165,60,0.8293896913528442
1017,166,53,0.5121935606002808
1017,167,60,0.705975353717804
1017,168,54,0.7103440761566162
1017,169,60,0.8396996855735779
1017,170,52,0.38898220658302307
1017,171,60,0.8810843825340271
1017,172,52,0.38640525937080383
1017,173,5,0.9135758876800537
1017,174,5,0.928413450717926
1017,175,62,0.8419473171234131
1017,176,62,0.8545944094657898
1017,177,60,0.8817207217216492
1017,178,52,0.39859381318092346
1017,179,21,0.45865991711616516
1017,180,1,0.5837674736976624
1017,181,1,0.517142117023468
1017,182,62,0.8658282160758972
1017,183,62,0.8261148929595947
1017,184,62,0.8213549852371216
1017,185,62,0.8320504426956177
1017,186,62,0.8306441307067871
1017,187,62,0.8260861039161682
1017,188,62,0.8238323926925659
1017,189,62,0.8321846723556519
1017,190,62,0.8488634824752808
1017,191,62,0.8305661082267761
1017,192,62,0.834519624710083
1017,193,62,0.8356219530105591
2526,0,9,0.5153976678848267
2526,1,23,0.7286019325256348
2526,2,9,0.4594297707080841
2526,3,23,0.7410667538642883
2526,4,9,0.48564448952674866
2526,5,23,0.7390064597129822
2526,6,9,0.5045700669288635
2526,7,23,0.7402312159538269
2526,8,9,0.5080636143684387
2526,9,23,0.7377363443374634
2526,10,62,0.8342353105545044
2526,11,62,0.7877074480056763
2526,12,62,0.7793118953704834
2526,13,62,0.7935729622840881
2526,14,62,0.7916572093963623
2526,15,62,0.7813869118690491
2526,16,62,0.7763838768005371
2526,17,62,0.7718183994293213
2526,18,23,0.5981308817863464
2526,19,23,0.5443817973136902
2526,20,23,0.5282608270645142
2526,21,23,0.5507594347000122
3712,0,26,0.5964001417160034
3712,1,26,0.5371522307395935
3712,2,26,0.4977008104324341
3712,3,26,0.796054482460022
3705,0,10,0.8319159746170044
3705,1,10,0.8463997840881348
340,0,44,0.9019230008125305
340,1,53,0.570020318031311
340,2,44,0.8722583651542664
340,3,45,0.6806224584579468
340,4,44,0.7844768166542053
340,5,53,0.5728501677513123
340,6,44,0.8318522572517395
340,7,53,0.5829381942749023
340,8,44,0.8271244168281555
340,9,45,0.7021796107292175
340,10,44,0.774377703666687
340,11,45,0.7298468351364136
340,12,44,0.751793622970581
340,13,53,0.570192813873291
340,14,44,0.7987396121025085
340,15,45,0.7155889868736267
340,16,49,0.861882209777832
340,17,44,0.8771620988845825
340,18,45,0.6526266932487488
340,19,44,0.7977981567382812
340,20,45,0.7155746221542358
340,21,44,0.7712291479110718
340,22,45,0.7206233143806458
340,23,44,0.7519274353981018
340,24,45,0.7238056659698486
340,25,44,0.73212069272995
340,26,53,0.5797921419143677
340,27,57,0.9544856548309326
340,28,57,0.9495266079902649
340,29,57,0.9576483368873596
340,30,57,0.9561749696731567
340,31,57,0.9566916227340698
340,32,57,0.9423593878746033
340,33,57,0.9414660930633545
340,34,57,0.9376121759414673
340,35,57,0.9366697072982788
340,36,48,0.8364353179931641
340,37,48,0.8437790870666504
340,38,48,0.8425981998443604
340,39,48,0.8378610014915466
340,40,48,0.8355730772018433
340,41,48,0.832091748714447
340,42,48,0.8316373825073242
340,43,48,0.8328331112861633
340,44,48,0.8294523358345032
582,0,9,0.49742552638053894
582,1,9,0.43031787872314453
582,2,9,0.44156935811042786
582,3,9,0.4451591372489929
582,4,9,0.44713252782821655
582,5,9,0.437937468290329
582,6,23,0.7293079495429993
582,7,23,0.6196423172950745
582,8,23,0.6333379745483398
582,9,23,0.6689286828041077
582,10,23,0.6315447688102722
582,11,23,0.5787110924720764
582,12,23,0.584189772605896
582,13,23,0.5767120122909546
582,14,23,0.6039249300956726
582,15,23,0.5626432299613953
582,16,23,0.5709707140922546
582,17,23,0.5692718029022217
582,18,23,0.6138450503349304
582,19,23,0.6115073561668396
582,20,23,0.5931512117385864
582,21,31,0.5333054065704346
582,22,46,0.5779639482498169
582,23,47,0.6098403930664062
582,24,20,0.5961724519729614
582,25,31,0.36716514825820923
582,26,46,0.5990891456604004
582,27,15,0.8449994921684265
582,28,31,0.4040564298629761
582,29,46,0.596260666847229
582,30,15,0.8312332630157471
582,31,31,0.4348159730434418
582,32,46,0.6025210022926331
582,33,15,0.8323916792869568
582,34,31,0.4456179440021515
582,35,46,0.5913416147232056
582,36,47,0.6242808699607849
582,37,20,0.5802472829818726
582,38,31,0.46195268630981445
582,39,46,0.5917688012123108
582,40,47,0.6192508339881897
582,41,20,0.569000244140625
582,42,31,0.4674951732158661
582,43,46,0.7652879357337952
582,44,15,0.8487940430641174
582,45,31,0.41224461793899536
582,46,46,0.7759178876876831
582,47,15,0.8416187167167664
582,48,31,0.41092032194137573
582,49,46,0.6028537750244141
582,50,47,0.6307821869850159
582,51,20,0.58088219165802
582,52,31,0.3889721632003784
582,53,46,0.6086285710334778
582,54,15,0.8059772253036499
582,55,31,0.4152018129825592
582,56,46,0.5949409008026123
582,57,47,0.6261935830116272
582,58,20,0.5621514320373535
582,59,31,0.4560867249965668
582,60,46,0.6018010973930359
582,61,15,0.8144677877426147
582,62,31,0.43813464045524597
582,63,46,0.589996337890625
582,64,47,0.6270430088043213
582,65,20,0.561347246170044
582,66,31,0.48908716440200806
582,67,46,0.5949183702468872
582,68,47,0.6263419389724731
582,69,20,0.5497615337371826
582,70,31,0.47802072763442993
582,71,46,0.5895759463310242
582,72,47,0.6229471564292908
582,73,20,0.5531784892082214
582,74,31,0.5026450157165527
582,75,46,0.5848588943481445
582,76,47,0.6231881380081177
582,77,20,0.5563172698020935
582,78,12,0.8425388932228088
582,79,14,0.26415780186653137
582,80,19,0.4667823016643524
582,81,19,0.44514206051826477
582,82,19,0.42815595865249634
582,83,19,0.4264014661312103
582,84,19,0.4513590335845947
582,85,70,0.45727986097335815
582,86,20,0.6066601872444153
582,87,20,0.535661518573761
582,88,12,0.6561070680618286
582,89,12,0.6855040788650513
582,90,12,0.65143883228302
582,91,12,0.6798898577690125
582,92,12,0.5872986912727356
582,93,12,0.6185933947563171
582,94,12,0.6227262616157532
582,95,12,0.6029253005981445
582,96,12,0.6364490389823914
582,97,12,0.5930290222167969
582,98,12,0.6435715556144714
582,99,12,0.6016003489494324
582,100,12,0.6458003520965576
582,101,12,0.5887489318847656
582,102,12,0.5676671862602234
582,103,12,0.602247953414917
582,104,12,0.6291001439094543
582,105,12,0.5706903338432312
582,106,12,0.6176061630249023
582,107,14,0.2894749045372009
582,108,14,0.343142032623291
582,109,14,0.3498474657535553
582,110,14,0.33903446793556213
582,111,14,0.3276405930519104
582,112,14,0.3090287744998932
582,113,12,0.7321739792823792
582,114,12,0.6379611492156982
582,115,12,0.6690215468406677
582,116,12,0.6324070692062378
582,117,12,0.6082043647766113
582,118,12,0.6759278178215027
582,119,12,0.6094852089881897
582,120,12,0.6638396382331848
582,121,12,0.6487125158309937
582,122,12,0.6510651707649231
582,123,12,0.6146952509880066
582,124,12,0.5990579724311829
582,125,12,0.5950518846511841
582,126,12,0.6417332887649536
582,127,12,0.6169568300247192
582,128,12,0.6668202877044678
582,129,12,0.6413189172744751
582,130,12,0.5898826718330383
582,131,12,0.5636551380157471
582,132,12,0.5893113017082214
582,133,12,0.6179639101028442
582,134,12,0.5834184288978577
582,135,12,0.5772901773452759
582,136,12,0.6081504821777344
582,137,12,0.6401949524879456
582,138,12,0.5976404547691345
582,139,12,0.6237696409225464
582,140,12,0.6434574723243713
582,141,12,0.6399314403533936
582,142,12,0.6098102331161499
582,143,12,0.5756134986877441
582,144,12,0.5692091584205627
582,145,12,0.6271150708198547
582,146,12,0.5804375410079956
582,147,12,0.5764978528022766
582,148,12,0.5746210217475891
582,149,12,0.5913055539131165
582,150,19,0.43489906191825867
582,151,12,0.6598004698753357
582,152,12,0.6632152795791626
582,153,12,0.6065535545349121
582,154,12,0.5905457735061646
582,155,12,0.5701303482055664
582,156,31,0.5270582437515259
582,157,46,0.599917471408844
582,158,15,0.8072710037231445
582,159,31,0.490937739610672
582,160,46,0.5963322520256042
582,161,15,0.793692409992218
582,162,31,0.5329394936561584
582,163,46,0.7674568295478821
582,164,15,0.8291744589805603
582,165,31,0.39582154154777527
582,166,46,0.7780095338821411
582,167,15,0.8498536348342896
582,168,31,0.3887464106082916
582,169,46,0.7849026918411255
582,170,15,0.8488447666168213
582,171,20,0.7050912976264954
582,172,20,0.5391737818717957
582,173,20,0.4895157516002655
582,174,20,0.5295754075050354
582,175,20,0.4906476140022278
582,176,20,0.5160565376281738
1061,0,60,0.7896925806999207
1061,1,52,0.369240403175354
1061,2,60,0.827509343624115
1061,3,54,0.6134268045425415
1061,4,52,0.5505415201187134
1061,5,53,0.5920808911323547
1061,6,45,0.7764946818351746
1061,7,52,0.5806220173835754
1061,8,52,0.6068757772445679
1061,9,52,0.6078213453292847
1061,10,52,0.6077901124954224
1061,11,53,0.5622996091842651
1061,12,52,0.6120036244392395
1061,13,45,0.7948395609855652
1061,14,61,0.6410060524940491
1061,15,61,0.6874442100524902
1061,16,61,0.7258613109588623
1061,17,61,0.7359632849693298
1061,18,60,0.6914433240890503
1061,19,45,0.7530287504196167
1061,20,60,0.8064166307449341
1061,21,53,0.5010696649551392
1061,22,60,0.7669058442115784
1061,23,52,0.4463961124420166
1061,24,60,0.8322802186012268
1061,25,52,0.41570964455604553
1061,26,60,0.8788532018661499
1061,27,53,0.5052399039268494
1061,28,60,0.6747616529464722
1061,29,53,0.5226412415504456
1061,30,60,0.7525480389595032
1061,31,45,0.7350621223449707
1061,32,60,0.8665252327919006
33,0,51,0.9759116768836975
33,1,54,0.7060194611549377
33,2,51,0.9694651961326599
33,3,54,0.6866808533668518
33,4,51,0.9715749025344849
33,5,53,0.5720728635787964
33,6,51,0.9625318050384521
33,7,53,0.5590695142745972
33,8,44,0.8983965516090393
33,9,53,0.5315647125244141
33,10,44,0.9037522077560425
33,11,45,0.8220327496528625
33,12,51,0.9710695743560791
33,13,45,0.7951796650886536
33,14,51,0.974648654460907
33,15,45,0.795746922492981
33,16,51,0.9738782048225403
33,17,52,0.3786434233188629
33,18,51,0.9697956442832947
33,19,52,0.3720288872718811
33,20,60,0.6347954273223877
33,21,54,0.8405720591545105
33,22,60,0.7987089157104492
33,23,54,0.6761981248855591
33,24,60,0.6782220005989075
33,25,53,0.5106242299079895
33,26,60,0.6504321694374084
2466,0,23,0.6375184655189514
2466,1,23,0.5282599925994873
2466,2,23,0.5279690027236938
2466,3,23,0.5339200496673584
2466,4,23,0.5571213960647583
2466,5,23,0.526401698589325
2466,6,23,0.5456364154815674
2466,7,23,0.5177168846130371
2466,8,23,0.543574869632721
2466,9,23,0.544772207736969
2466,10,23,0.518804132938385
2466,11,23,0.5414400696754456
2466,12,23,0.530832052230835
2466,13,12,0.6181996464729309
2466,14,12,0.6341779828071594
2466,15,12,0.5153219699859619
2466,16,12,0.4974520802497864
2466,17,12,0.4618379771709442
2466,18,12,0.4671243131160736
2466,19,15,0.8176591992378235
2466,20,15,0.703335165977478
2466,21,15,0.5667768716812134
2466,22,15,0.6541027426719666
2466,23,15,0.5374035835266113
2466,24,15,0.6367112994194031
2466,25,15,0.6444463133811951
2466,26,15,0.6409218907356262
2466,27,15,0.6356626749038696
1100,0,51,0.9752758741378784
1100,1,54,0.6911186575889587
1100,2,51,0.971117377281189
1100,3,54,0.7250858545303345
1100,4,51,0.9719974398612976
1100,5,53,0.5758364200592041
1100,6,51,0.9606079459190369
1100,7,53,0.566491961479187
1100,8,51,0.9632757902145386
1100,9,45,0.7352955341339111
1100,10,30,0.5291267037391663
1100,11,30,0.27718687057495117
170,0,25,0.48248907923698425
170,1,25,0.7897570133209229
170,2,25,0.7472541928291321
170,3,21,0.21777379512786865
170,4,21,0.33929282426834106
170,5,21,0.309066504240036
170,6,21,0.3544585704803467
170,7,10,0.8510153293609619
170,8,27,0.6137886047363281
170,9,27,0.7530762553215027
170,10,27,0.7261335253715515
170,11,27,0.7208755612373352
170,12,30,0.431980162858963
170,13,30,0.31380030512809753
170,14,30,0.30411311984062195
170,15,25,0.5522153973579407
170,16,32,0.688088059425354
170,17,25,0.43691402673721313
170,18,32,0.6887007355690002
170,19,25,0.4448765516281128
170,20,32,0.6694657206535339
170,21,25,0.45076844096183777
170,22,32,0.6786821484565735
170,23,25,0.45705482363700867
170,24,32,0.6720477938652039
170,25,25,0.46194443106651306
170,26,25,0.6761190295219421
170,27,25,0.6920558214187622
170,28,25,0.6944257616996765
170,29,25,0.7231149673461914
170,30,25,0.6878429651260376
170,31,8,0.9102312326431274
170,32,21,0.24656254053115845
170,33,21,0.32004785537719727
170,34,21,0.30403319001197815
170,35,21,0.3170981705188751
170,36,21,0.32475417852401733
170,37,30,0.2733214497566223
170,38,30,0.3116373121738434
170,39,30,0.3101499378681183
170,40,30,0.31072524189949036
170,41,30,0.31346216797828674
170,42,23,0.6288636922836304
170,43,23,0.6122010946273804
170,44,23,0.579066276550293
170,45,23,0.5750935077667236
170,46,23,0.5738785862922668
170,47,23,0.596745491027832
170,48,8,0.9112734794616699
170,49,24,0.8477413058280945
170,50,25,0.4852602779865265
170,51,8,0.896181583404541
170,52,24,0.8482214212417603
170,53,25,0.48013800382614136
170,54,8,0.9046791195869446
170,55,24,0.8535186052322388
170,56,25,0.47738298773765564
170,57,8,0.9086501002311707
170,58,24,0.6618409752845764
170,59,25,0.737838089466095
170,60,8,0.8651273846626282
170,61,24,0.8255819082260132
170,62,25,0.528069257736206
170,63,8,0.9098643660545349
170,64,24,0.8486846685409546
170,65,25,0.49396783113479614
170,66,8,0.9127201437950134
170,67,24,0.8574768900871277
170,68,25,0.48697414994239807
170,69,14,0.20214268565177917
170,70,31,0.41840454936027527
170,71,15,0.8514506816864014
170,72,31,0.37391212582588196
170,73,15,0.8401462435722351
170,74,31,0.3737511932849884
170,75,15,0.838803768157959
170,76,28,0.8664155006408691
170,77,28,0.8232987523078918
170,78,28,0.8151060938835144
170,79,28,0.8133202791213989
170,80,28,0.8266228437423706
170,81,8,0.913366973400116
170,82,24,0.8566030263900757
170,83,25,0.5154609680175781
170,84,8,0.9096638560295105
170,85,24,0.8425068259239197
170,86,25,0.5195223689079285
170,87,21,0.3089022934436798
170,88,21,0.31911391019821167
170,89,21,0.33029094338417053
170,90,21,0.3373233675956726
170,91,21,0.34168508648872375
170,92,14,0.13327598571777344
170,93,5,0.9021982550621033
170,94,28,0.8387495875358582
170,95,28,0.8156042695045471
170,96,38,0.68724125623703
170,97,38,0.6353902220726013
170,98,52,0.4804300367832184
170,99,53,0.6156737804412842
170,100,52,0.5082166194915771
170,101,45,0.7673323750495911
170,102,45,0.7617502212524414
170,103,51,0.9569891691207886
170,104,54,0.6974079608917236
170,105,51,0.9614059329032898
170,106,54,0.690384030342102
170,107,51,0.9672625660896301
170,108,4,0.7049347758293152
170,109,51,0.9560434222221375
170,110,45,0.7969145774841309
170,111,51,0.9668686985969543
170,112,45,0.7968706488609314
170,113,59,0.34917277097702026
170,114,57,0.896787166595459
170,115,57,0.9066391587257385
170,116,51,0.9645429849624634
170,117,86,0.6601887941360474
170,118,51,0.9646258354187012
170,119,57,0.9253636002540588
170,120,61,0.7185453772544861
170,121,61,0.7265740036964417
170,122,61,0.759079098701477
170,123,15,0.7851836085319519
170,124,61,0.7668811678886414
170,125,15,0.7559186220169067
170,126,44,0.9174600839614868
170,127,45,0.6979845762252808
170,128,44,0.9251277446746826
170,129,53,0.5260119438171387
170,130,44,0.9173094630241394
170,131,53,0.5258630514144897
170,132,44,0.9233214259147644
170,133,53,0.5350542664527893
170,134,31,0.44082486629486084
170,135,46,0.6342190504074097
170,136,47,0.6126825213432312
170,137,20,0.5732206702232361
170,138,31,0.4275118410587311
170,139,46,0.791862428188324
170,140,47,0.658427894115448
170,141,20,0.7149494290351868
170,142,31,0.36137261986732483
170,143,46,0.6528792381286621
170,144,15,0.7707201838493347
170,145,31,0.36892271041870117
170,146,46,0.7922351360321045
170,147,15,0.8109753131866455
170,148,31,0.40089476108551025
170,149,46,0.7898560166358948
170,150,15,0.819054365158081
170,151,31,0.401129812002182
170,152,46,0.796737015247345
170,153,47,0.6449238657951355
170,154,20,0.7390523552894592
170,155,31,0.3610277473926544
170,156,46,0.7986796498298645
170,157,47,0.6401455402374268
170,158,31,0.3530906140804291
170,159,47,0.5632020831108093
170,160,28,0.7440991997718811
170,161,31,0.4330938160419464
170,162,46,0.6416589021682739
170,163,47,0.6120290756225586
170,164,31,0.6635549664497375
170,165,46,0.7939994931221008
170,166,47,0.650282084941864
170,167,31,0.3460058867931366
170,168,46,0.6383264660835266
170,169,47,0.60096675157547
170,170,20,0.5745806694030762
170,171,31,0.4505229592323303
170,172,47,0.6415097117424011
170,173,28,0.6412160992622375
170,174,31,0.39222434163093567
170,175,15,0.7799836993217468
170,176,31,0.39534637331962585
170,177,15,0.774215579032898
170,178,31,0.39683520793914795
170,179,15,0.8167266249656677
170,180,31,0.3871685266494751
1087,0,49,0.942733108997345
1087,1,48,0.8250671029090881
1087,2,49,0.9512202739715576
1087,3,48,0.723328709602356
1087,4,49,0.9553361535072327
1087,5,48,0.6529964804649353
1087,6,49,0.9661978483200073
1087,7,48,0.6384464502334595
1087,8,60,0.7380120158195496
1087,9,54,0.8599422574043274
1087,10,60,0.8581932187080383
1087,11,53,0.5536171197891235
1087,12,60,0.7191285490989685
1087,13,54,0.6175881028175354
1087,14,60,0.7426677942276001
2208,0,55,0.7290212512016296
2208,1,11,0.852238118648529
2208,2,11,0.8955358862876892
2208,3,55,0.7614786624908447
2208,4,11,0.8808606863021851
2208,5,4,0.8852074146270752
2208,6,11,0.8671234846115112
2208,7,11,0.8864574432373047
2208,8,4,0.8890846371650696
2208,9,11,0.8738101720809937
2208,10,55,0.7152338624000549
2208,11,11,0.8875166177749634
2208,12,55,0.698830246925354
2208,13,11,0.8805452585220337
2208,14,4,0.8811354041099548
2208,15,11,0.8363329172134399
2208,16,4,0.8802381753921509
2208,17,11,0.845238983631134
2208,18,4,0.8811816573143005
2208,19,11,0.852377712726593
2208,20,5,0.9439980983734131
2208,21,5,0.9392834305763245
2208,22,5,0.9330362677574158
2208,23,5,0.9292821884155273
2208,24,5,0.9249136447906494
2208,25,5,0.9231500029563904
2208,26,5,0.9222632646560669
2208,27,0,0.6310453414916992
2208,28,11,0.8971353769302368
2208,29,4,0.8791567087173462
2208,30,11,0.8366433382034302
2208,31,5,0.9490448236465454
2208,32,5,0.9454379677772522
2208,33,5,0.9395917057991028
2208,34,5,0.9347620606422424
2208,35,5,0.931402862071991
2208,36,0,0.6130015254020691
2208,37,0,0.5911345481872559
2208,38,0,0.6167117953300476
2208,39,0,0.6407278776168823
2208,40,0,0.6989436149597168
2208,41,1,0.38498350977897644
2208,42,1,0.47810497879981995
2208,43,5,0.9416069984436035
2208,44,5,0.9297804236412048
2208,45,5,0.9305701851844788
2208,46,5,0.9468114376068115
2208,47,5,0.9504669308662415
2208,48,5,0.9448468089103699
2208,49,1,0.5397242307662964
2208,50,1,0.5163111686706543
2208,51,1,0.5168910026550293
2208,52,1,0.5499652624130249
2208,53,1,0.567871630191803
2208,54,9,0.7435865998268127
2208,55,9,0.7723392844200134
